"","Genotype","Treatment","ID","Date","Type","value"
"1262","V60-96","Drought","V60-96.4","11/27","WU (L)",0.16725
"1263","V60-96","Drought","V60-96.4","11/30","WU (L)",0.2122
"1264","V60-96","Drought","V60-96.4","12/02","WU (L)",0.148150000000001
"1265","V60-96","Drought","V60-96.4","12/04","WU (L)",0.0681499999999996
"1266","V60-96","Drought","V60-96.4","12/09","WU (L)",0.204
"1267","V60-96","Drought","V60-96.4","12/14","WU (L)",0.156666666666667
"1268","V60-96","Drought","V60-96.4","12/16","WU (L)",0.13
"1269","V60-96","Drought","V60-96.5","10/28","WU (L)",0.03325487475
"1270","V60-96","Drought","V60-96.5","10/30","WU (L)",0.10575487475
"1271","V60-96","Drought","V60-96.5","11/09","WU (L)",0.00999999999999929
"1272","V60-96","Drought","V60-96.5","11/11","WU (L)",0.0440000000000003
"1273","V60-96","Drought","V60-96.5","11/13","WU (L)",0.0299999999999999
"1274","V60-96","Drought","V60-96.5","11/16","WU (L)",0.0399999999999999
"1275","V60-96","Drought","V60-96.5","11/23","WU (L)",0.314
"1276","V60-96","Drought","V60-96.5","11/25","WU (L)",0.0100000000000002
"1277","V60-96","Drought","V60-96.5","11/27","WU (L)",0.05325
"1278","V60-96","Drought","V60-96.5","11/30","WU (L)",0.0382000000000001
"1279","V60-96","Drought","V60-96.5","12/02","WU (L)",0.0581500000000007
"1280","V60-96","Drought","V60-96.5","12/04","WU (L)",0.00815000000000003
"1281","V60-96","Drought","V60-96.5","12/14","WU (L)",0.0666666666666667
"1282","V60-96","Drought","V60-96.5","12/16","WU (L)",0.0441448469999996
"1283","Vru42","Control","Vru42.10","10/28","WU (L)",0.3908402048
"1284","Vru42","Control","Vru42.10","10/30","WU (L)",0.3522402048
"1285","Vru42","Control","Vru42.10","11/02","WU (L)",0.3561402048
"1286","Vru42","Control","Vru42.10","11/04","WU (L)",0.31
"1287","Vru42","Control","Vru42.10","11/06","WU (L)",0.393
"1288","Vru42","Control","Vru42.10","11/09","WU (L)",0.7315
"1289","Vru42","Control","Vru42.10","11/11","WU (L)",0.4505
"1290","Vru42","Control","Vru42.10","11/13","WU (L)",0.572
"1291","Vru42","Control","Vru42.10","11/25","WU (L)",0.769758078
"1292","Vru42","Control","Vru42.10","11/27","WU (L)",0.851899999999999
"1293","Vru42","Control","Vru42.10","11/30","WU (L)",0.6947
"1294","Vru42","Control","Vru42.10","12/02","WU (L)",0.524829039
"1295","Vru42","Control","Vru42.10","12/04","WU (L)",0.844829039000001
"1296","Vru42","Control","Vru42.10","12/07","WU (L)",1.43
"1297","Vru42","Control","Vru42.10","12/09","WU (L)",0.97
"1298","Vru42","Control","Vru42.6","10/28","WU (L)",0.5700881148
"1299","Vru42","Control","Vru42.6","10/30","WU (L)",0.4534881148
"1300","Vru42","Control","Vru42.6","11/02","WU (L)",0.5273881148
"1301","Vru42","Control","Vru42.6","11/04","WU (L)",0.3475
"1302","Vru42","Control","Vru42.6","11/06","WU (L)",0.5295
"1303","Vru42","Control","Vru42.6","11/09","WU (L)",0.908
"1304","Vru42","Control","Vru42.6","11/11","WU (L)",0.58
"1305","Vru42","Control","Vru42.6","11/13","WU (L)",0.692
"1306","Vru42","Control","Vru42.6","11/23","WU (L)",1.2055
"1307","Vru42","Control","Vru42.6","11/25","WU (L)",0.903258078
"1308","Vru42","Control","Vru42.6","11/27","WU (L)",1.0349
"1309","Vru42","Control","Vru42.6","11/30","WU (L)",0.8657
"1310","Vru42","Control","Vru42.6","12/02","WU (L)",1.024829039
"1311","Vru42","Control","Vru42.6","12/04","WU (L)",1.274829039
"1312","Vru42","Control","Vru42.6","12/07","WU (L)",1.93
"1313","Vru42","Control","Vru42.6","12/09","WU (L)",1.462
"1314","Vru42","Control","Vru42.6","12/14","WU (L)",2.118
"1315","Vru42","Control","Vru42.7","10/28","WU (L)",0.1999265558
"1316","Vru42","Control","Vru42.7","10/30","WU (L)",0.2863265558
"1317","Vru42","Control","Vru42.7","11/02","WU (L)",0.3847265558
"1318","Vru42","Control","Vru42.7","11/04","WU (L)",0.2375
"1319","Vru42","Control","Vru42.7","11/06","WU (L)",0.294
"1320","Vru42","Control","Vru42.7","11/09","WU (L)",0.588000000000001
"1321","Vru42","Control","Vru42.7","11/11","WU (L)",0.35
"1322","Vru42","Control","Vru42.7","11/13","WU (L)",0.412
"1323","Vru42","Control","Vru42.7","11/20","WU (L)",0.7625
"1324","Vru42","Control","Vru42.7","11/23","WU (L)",0.962
"1325","Vru42","Control","Vru42.7","11/25","WU (L)",0.818258078
"1326","Vru42","Control","Vru42.7","11/27","WU (L)",0.9204
"1327","Vru42","Control","Vru42.7","11/30","WU (L)",0.4462
"1328","Vru42","Control","Vru42.7","12/02","WU (L)",0.794829039
"1329","Vru42","Control","Vru42.7","12/04","WU (L)",0.894829039
"1330","Vru42","Control","Vru42.7","12/07","WU (L)",1.53
"1331","Vru42","Control","Vru42.7","12/09","WU (L)",0.892
"1332","Vru42","Control","Vru42.7","12/14","WU (L)",1.045
"1333","Vru42","Control","Vru42.7","12/16","WU (L)",0.9575
"1334","Vru42","Control","Vru42.8","10/28","WU (L)",0.5642877438
"1335","Vru42","Control","Vru42.8","10/30","WU (L)",0.4246877438
"1336","Vru42","Control","Vru42.8","11/02","WU (L)",0.4780877438
"1337","Vru42","Control","Vru42.8","11/04","WU (L)",0.2995
"1338","Vru42","Control","Vru42.8","11/06","WU (L)",0.444
"1339","Vru42","Control","Vru42.8","11/09","WU (L)",0.828
"1340","Vru42","Control","Vru42.8","11/11","WU (L)",0.49
"1341","Vru42","Control","Vru42.8","11/13","WU (L)",0.592
"1342","Vru42","Control","Vru42.8","11/23","WU (L)",1.252
"1343","Vru42","Control","Vru42.8","11/25","WU (L)",0.578258078
"1344","Vru42","Control","Vru42.8","11/27","WU (L)",0.8789
"1345","Vru42","Control","Vru42.8","11/30","WU (L)",0.6547
"1346","Vru42","Control","Vru42.8","12/02","WU (L)",0.494829039
"1347","Vru42","Control","Vru42.8","12/04","WU (L)",0.894829039
"1348","Vru42","Control","Vru42.8","12/07","WU (L)",1.65
"1349","Vru42","Control","Vru42.8","12/09","WU (L)",0.612
"1350","Vru42","Control","Vru42.8","12/14","WU (L)",1.1515
"1351","Vru42","Control","Vru42.9","10/28","WU (L)",0.3396684308
"1352","Vru42","Control","Vru42.9","10/30","WU (L)",0.2900684308
"1353","Vru42","Control","Vru42.9","11/02","WU (L)",0.3084684308
"1354","Vru42","Control","Vru42.9","11/04","WU (L)",0.2275
"1355","Vru42","Control","Vru42.9","11/06","WU (L)",0.274
"1356","Vru42","Control","Vru42.9","11/09","WU (L)",0.548
"1357","Vru42","Control","Vru42.9","11/11","WU (L)",0.340000000000001
"1358","Vru42","Control","Vru42.9","11/13","WU (L)",0.372
"1359","Vru42","Control","Vru42.9","11/23","WU (L)",0.912
"1360","Vru42","Control","Vru42.9","11/25","WU (L)",0.658258078
"1361","Vru42","Control","Vru42.9","11/27","WU (L)",0.7709
"1362","Vru42","Control","Vru42.9","11/30","WU (L)",0.929699999999999
"1363","Vru42","Control","Vru42.9","12/02","WU (L)",0.394829039
"1364","Vru42","Control","Vru42.9","12/04","WU (L)",0.744829039
"1365","Vru42","Control","Vru42.9","12/07","WU (L)",1.37
"1366","Vru42","Control","Vru42.9","12/09","WU (L)",0.502
"1367","Vru42","Control","Vru42.9","12/14","WU (L)",1.145
"1368","Vru42","Control","Vru42.9","12/16","WU (L)",0.81853273
"1369","Vru42","Drought","Vru42.1","10/28","WU (L)",0.48001067775
"1370","Vru42","Drought","Vru42.1","10/30","WU (L)",0.46201067775
"1371","Vru42","Drought","Vru42.1","11/06","WU (L)",0.304
"1372","Vru42","Drought","Vru42.1","11/09","WU (L)",0.561
"1373","Vru42","Drought","Vru42.1","11/11","WU (L)",0.388
"1374","Vru42","Drought","Vru42.1","11/13","WU (L)",0.37
"1375","Vru42","Drought","Vru42.1","11/16","WU (L)",0.22
"1376","Vru42","Drought","Vru42.1","11/23","WU (L)",0.2635
"1377","Vru42","Drought","Vru42.1","11/25","WU (L)",0.2415
"1378","Vru42","Drought","Vru42.1","11/27","WU (L)",0.29675
"1379","Vru42","Drought","Vru42.1","11/30","WU (L)",0.2652
"1380","Vru42","Drought","Vru42.1","12/02","WU (L)",0.23815
"1381","Vru42","Drought","Vru42.1","12/04","WU (L)",0.128149999999999
"1382","Vru42","Drought","Vru42.1","12/07","WU (L)",0.0705000000000006
"1383","Vru42","Drought","Vru42.1","12/09","WU (L)",0.1495
"1384","Vru42","Drought","Vru42.2","10/28","WU (L)",0.39814438275
"1385","Vru42","Drought","Vru42.2","10/30","WU (L)",0.31264438275
"1386","Vru42","Drought","Vru42.2","11/06","WU (L)",0.172
"1387","Vru42","Drought","Vru42.2","11/09","WU (L)",0.43
"1388","Vru42","Drought","Vru42.2","11/11","WU (L)",0.274
"1389","Vru42","Drought","Vru42.2","11/13","WU (L)",0.309999999999999
"1390","Vru42","Drought","Vru42.2","11/16","WU (L)",0.23
"1391","Vru42","Drought","Vru42.2","11/23","WU (L)",0.314
"1392","Vru42","Drought","Vru42.2","11/25","WU (L)",0.209999999999999
"1393","Vru42","Drought","Vru42.2","11/27","WU (L)",0.25075
"1394","Vru42","Drought","Vru42.2","11/30","WU (L)",0.3387
"1395","Vru42","Drought","Vru42.2","12/02","WU (L)",0.19815
"1396","Vru42","Drought","Vru42.2","12/04","WU (L)",0.16815
"1397","Vru42","Drought","Vru42.2","12/07","WU (L)",0.0820000000000004
"1398","Vru42","Drought","Vru42.2","12/14","WU (L)",0.233666666666666
"1399","Vru42","Drought","Vru42.3","10/28","WU (L)",0.41903946175
"1400","Vru42","Drought","Vru42.3","10/30","WU (L)",0.37353946175
"1401","Vru42","Drought","Vru42.3","11/06","WU (L)",0.2455
"1402","Vru42","Drought","Vru42.3","11/09","WU (L)",0.5
"1403","Vru42","Drought","Vru42.3","11/11","WU (L)",0.364
"1404","Vru42","Drought","Vru42.3","11/13","WU (L)",0.41
"1405","Vru42","Drought","Vru42.3","11/16","WU (L)",0.31
"1406","Vru42","Drought","Vru42.3","11/23","WU (L)",0.424
"1407","Vru42","Drought","Vru42.3","11/25","WU (L)",0.35
"1408","Vru42","Drought","Vru42.3","11/27","WU (L)",0.37525
"1409","Vru42","Drought","Vru42.3","11/30","WU (L)",0.4817
"1410","Vru42","Drought","Vru42.3","12/02","WU (L)",0.308150000000001
"1411","Vru42","Drought","Vru42.3","12/04","WU (L)",0.208149999999999
"1412","Vru42","Drought","Vru42.3","12/07","WU (L)",0.222
"1413","Vru42","Drought","Vru42.3","12/09","WU (L)",0.00399999999999996
"1414","Vru42","Drought","Vru42.3","12/14","WU (L)",0.416666666666666
"1415","Vru42","Drought","Vru42.3","12/16","WU (L)",0.360000000000001
"1416","Vru42","Drought","Vru42.4","10/28","WU (L)",0.33589554275
"1417","Vru42","Drought","Vru42.4","10/30","WU (L)",0.26439554275
"1418","Vru42","Drought","Vru42.4","11/06","WU (L)",0.112
"1419","Vru42","Drought","Vru42.4","11/09","WU (L)",0.27
"1420","Vru42","Drought","Vru42.4","11/11","WU (L)",0.254
"1421","Vru42","Drought","Vru42.4","11/13","WU (L)",0.2
"1422","Vru42","Drought","Vru42.4","11/16","WU (L)",0.13
"1423","Vru42","Drought","Vru42.4","11/20","WU (L)",0.133333333333332
"1424","Vru42","Drought","Vru42.4","11/23","WU (L)",0.194
"1425","Vru42","Drought","Vru42.4","11/25","WU (L)",0.209999999999999
"1426","Vru42","Drought","Vru42.4","11/27","WU (L)",0.221249999999999
"1427","Vru42","Drought","Vru42.4","11/30","WU (L)",0.2027
"1428","Vru42","Drought","Vru42.4","12/02","WU (L)",0.19815
"1429","Vru42","Drought","Vru42.4","12/04","WU (L)",0.19815
"1430","Vru42","Drought","Vru42.4","12/14","WU (L)",0.156666666666667
"1431","Vru42","Drought","Vru42.4","12/16","WU (L)",0.134887187000001
"1432","Vru42","Drought","Vru42.5","10/28","WU (L)",0.34417595175
"1433","Vru42","Drought","Vru42.5","10/30","WU (L)",0.31967595175
"1434","Vru42","Drought","Vru42.5","11/06","WU (L)",0.2215
"1435","Vru42","Drought","Vru42.5","11/09","WU (L)",0.467
"1436","Vru42","Drought","Vru42.5","11/11","WU (L)",0.314
"1437","Vru42","Drought","Vru42.5","11/13","WU (L)",0.32
"1438","Vru42","Drought","Vru42.5","11/16","WU (L)",0.2
"1439","Vru42","Drought","Vru42.5","11/23","WU (L)",0.3105
"1440","Vru42","Drought","Vru42.5","11/25","WU (L)",0.2675
"1441","Vru42","Drought","Vru42.5","11/27","WU (L)",0.27575
"1442","Vru42","Drought","Vru42.5","11/30","WU (L)",0.2347
"1443","Vru42","Drought","Vru42.5","12/02","WU (L)",0.208149999999999
"1444","Vru42","Drought","Vru42.5","12/04","WU (L)",0.11815
"1445","Vru42","Drought","Vru42.5","12/07","WU (L)",0.0505000000000001
"1446","Vru42","Drought","Vru42.5","12/09","WU (L)",0.2275
"1447","Vru42","Drought","Vru42.5","12/14","WU (L)",0.221166666666666
"1448","9018","Control","9018.10.","10/27","Gs (mmol m−2 s−1)",0.548548
"1449","9018","Control","9018.10.","11/03","Gs (mmol m−2 s−1)",0.195755
"1450","9018","Control","9018.10.","11/06","Gs (mmol m−2 s−1)",0.4035655
"1451","9018","Control","9018.10.","11/11","Gs (mmol m−2 s−1)",0.2384575
"1452","9018","Control","9018.10.","11/17","Gs (mmol m−2 s−1)",0.418025
"1453","9018","Control","9018.10.","11/24","Gs (mmol m−2 s−1)",0.157207
"1454","9018","Control","9018.6","10/27","Gs (mmol m−2 s−1)",0.529488
"1455","9018","Control","9018.6","11/03","Gs (mmol m−2 s−1)",0.090684
"1456","9018","Control","9018.6","11/03","Gs (mmol m−2 s−1)",0.4980945
"1457","9018","Control","9018.6","11/06","Gs (mmol m−2 s−1)",0.3988215
"1458","9018","Control","9018.6","11/11","Gs (mmol m−2 s−1)",0.332565
"1459","9018","Control","9018.6","11/17","Gs (mmol m−2 s−1)",0.5238005
"1460","9018","Control","9018.6","11/24","Gs (mmol m−2 s−1)",0.2662665
"1461","9018","Control","9018.7","10/27","Gs (mmol m−2 s−1)",0.0794293333333333
"1462","9018","Control","9018.7","11/03","Gs (mmol m−2 s−1)",0.1328735
"1463","9018","Control","9018.7","11/06","Gs (mmol m−2 s−1)",0.082426
"1464","9018","Control","9018.7","11/11","Gs (mmol m−2 s−1)",0.1080455
"1465","9018","Control","9018.7","11/17","Gs (mmol m−2 s−1)",0.3692785
"1466","9018","Control","9018.7","11/24","Gs (mmol m−2 s−1)",0.1133955
"1467","9018","Control","9018.7","12/02","Gs (mmol m−2 s−1)",0.15836075
"1468","9018","Control","9018.8","10/27","Gs (mmol m−2 s−1)",0.355719
"1469","9018","Control","9018.8","11/03","Gs (mmol m−2 s−1)",0.6589525
"1470","9018","Control","9018.8","11/03","Gs (mmol m−2 s−1)",0.082911
"1471","9018","Control","9018.8","11/06","Gs (mmol m−2 s−1)",0.4713685
"1472","9018","Control","9018.8","11/11","Gs (mmol m−2 s−1)",0.138084
"1473","9018","Control","9018.8","11/17","Gs (mmol m−2 s−1)",0.3979885
"1474","9018","Control","9018.8","11/24","Gs (mmol m−2 s−1)",0.567737
"1475","9018","Control","9018.9","10/27","Gs (mmol m−2 s−1)",0.656282666666667
"1476","9018","Control","9018.9","11/03","Gs (mmol m−2 s−1)",0.163362
"1477","9018","Control","9018.9","11/03","Gs (mmol m−2 s−1)",0.304307
"1478","9018","Control","9018.9","11/06","Gs (mmol m−2 s−1)",0.4260975
"1479","9018","Control","9018.9","11/11","Gs (mmol m−2 s−1)",0.347312
"1480","9018","Control","9018.9","11/24","Gs (mmol m−2 s−1)",0.1951615
"1481","9018","Control","9018.9","12/02","Gs (mmol m−2 s−1)",0.312426
"1482","9018","Drought","9018.1","10/27","Gs (mmol m−2 s−1)",0.532176666666667
"1483","9018","Drought","9018.1","11/03","Gs (mmol m−2 s−1)",0.0160705
"1484","9018","Drought","9018.1","11/03","Gs (mmol m−2 s−1)",0.0055285
"1485","9018","Drought","9018.1","11/06","Gs (mmol m−2 s−1)",0.1711625
"1486","9018","Drought","9018.1","11/11","Gs (mmol m−2 s−1)",0.1908995
"1487","9018","Drought","9018.1","11/17","Gs (mmol m−2 s−1)",0.0847655
"1488","9018","Drought","9018.1","11/24","Gs (mmol m−2 s−1)",0.1704195
"1489","9018","Drought","9018.1","12/02","Gs (mmol m−2 s−1)",0.014831
"1490","9018","Drought","9018.2","10/27","Gs (mmol m−2 s−1)",0.150656
"1491","9018","Drought","9018.2","11/03","Gs (mmol m−2 s−1)",0.015929
"1492","9018","Drought","9018.2","11/06","Gs (mmol m−2 s−1)",0.0375545
"1493","9018","Drought","9018.2","11/11","Gs (mmol m−2 s−1)",0.032369
"1494","9018","Drought","9018.2","11/17","Gs (mmol m−2 s−1)",0.0350055
"1495","9018","Drought","9018.2","11/24","Gs (mmol m−2 s−1)",0.030693
"1496","9018","Drought","9018.2","12/02","Gs (mmol m−2 s−1)",0.0112385
"1497","9018","Drought","9018.3","10/27","Gs (mmol m−2 s−1)",0.314804333333333
"1498","9018","Drought","9018.3","11/03","Gs (mmol m−2 s−1)",0.039017
"1499","9018","Drought","9018.3","11/03","Gs (mmol m−2 s−1)",0.005101
"1500","9018","Drought","9018.3","11/06","Gs (mmol m−2 s−1)",0.093437
"1501","9018","Drought","9018.3","11/11","Gs (mmol m−2 s−1)",0.1105105
"1502","9018","Drought","9018.3","11/17","Gs (mmol m−2 s−1)",0.025651
"1503","9018","Drought","9018.3","11/24","Gs (mmol m−2 s−1)",0.078814
"1504","9018","Drought","9018.4","10/27","Gs (mmol m−2 s−1)",0.228753
"1505","9018","Drought","9018.4","11/03","Gs (mmol m−2 s−1)",0.0110305
"1506","9018","Drought","9018.4","11/03","Gs (mmol m−2 s−1)",0.002391
"1507","9018","Drought","9018.4","11/06","Gs (mmol m−2 s−1)",0.113349
"1508","9018","Drought","9018.4","11/11","Gs (mmol m−2 s−1)",0.058564
"1509","9018","Drought","9018.4","11/17","Gs (mmol m−2 s−1)",0.014828
"1510","9018","Drought","9018.4","11/24","Gs (mmol m−2 s−1)",0.008478
"1511","9018","Drought","9018.5","10/27","Gs (mmol m−2 s−1)",0.2285335
"1512","9018","Drought","9018.5","11/03","Gs (mmol m−2 s−1)",0.0076015
"1513","9018","Drought","9018.5","11/03","Gs (mmol m−2 s−1)",0.023951
"1514","9018","Drought","9018.5","11/06","Gs (mmol m−2 s−1)",0.1477795
"1515","9018","Drought","9018.5","11/11","Gs (mmol m−2 s−1)",0.1432045
"1516","9018","Drought","9018.5","11/17","Gs (mmol m−2 s−1)",0.069312
"1517","9018","Drought","9018.5","11/24","Gs (mmol m−2 s−1)",0.0822275
"1518","b40-14","Control","b40-14.10.","10/27","Gs (mmol m−2 s−1)",0.1613275
"1519","b40-14","Control","b40-14.10.","11/03","Gs (mmol m−2 s−1)",0.019414
"1520","b40-14","Control","b40-14.10.","11/03","Gs (mmol m−2 s−1)",0.026494
"1521","b40-14","Control","b40-14.10.","11/06","Gs (mmol m−2 s−1)",0.0884885
"1522","b40-14","Control","b40-14.10.","11/11","Gs (mmol m−2 s−1)",0.0205075
"1523","b40-14","Control","b40-14.10.","11/17","Gs (mmol m−2 s−1)",0.0585985
"1524","b40-14","Control","b40-14.10.","11/24","Gs (mmol m−2 s−1)",0.042673
"1525","b40-14","Control","b40-14.6","10/27","Gs (mmol m−2 s−1)",0.212811666666667
"1526","b40-14","Control","b40-14.6","11/03","Gs (mmol m−2 s−1)",0.0778095
"1527","b40-14","Control","b40-14.6","11/03","Gs (mmol m−2 s−1)",0.0230165
"1528","b40-14","Control","b40-14.6","11/06","Gs (mmol m−2 s−1)",0.113174
"1529","b40-14","Control","b40-14.6","11/11","Gs (mmol m−2 s−1)",0.0406625
"1530","b40-14","Control","b40-14.6","11/17","Gs (mmol m−2 s−1)",0.187161
"1531","b40-14","Control","b40-14.6","11/24","Gs (mmol m−2 s−1)",0.15483
"1532","b40-14","Control","b40-14.7","10/27","Gs (mmol m−2 s−1)",0.0987993333333333
"1533","b40-14","Control","b40-14.7","11/03","Gs (mmol m−2 s−1)",0.031232
"1534","b40-14","Control","b40-14.7","11/03","Gs (mmol m−2 s−1)",0.056136
"1535","b40-14","Control","b40-14.7","11/06","Gs (mmol m−2 s−1)",0.073994
"1536","b40-14","Control","b40-14.7","11/11","Gs (mmol m−2 s−1)",0.0754565
"1537","b40-14","Control","b40-14.7","11/17","Gs (mmol m−2 s−1)",0.020747
"1538","b40-14","Control","b40-14.7","11/24","Gs (mmol m−2 s−1)",0.0389465
"1539","b40-14","Control","b40-14.7","12/02","Gs (mmol m−2 s−1)",0.127228
"1540","b40-14","Control","b40-14.8","10/27","Gs (mmol m−2 s−1)",0.0745073333333333
"1541","b40-14","Control","b40-14.8","11/03","Gs (mmol m−2 s−1)",0.025459
"1542","b40-14","Control","b40-14.8","11/06","Gs (mmol m−2 s−1)",0.097863
"1543","b40-14","Control","b40-14.8","11/11","Gs (mmol m−2 s−1)",0.1519355
"1544","b40-14","Control","b40-14.8","11/17","Gs (mmol m−2 s−1)",0.047984
"1545","b40-14","Control","b40-14.8","11/24","Gs (mmol m−2 s−1)",0.035836
"1546","b40-14","Control","b40-14.8","12/02","Gs (mmol m−2 s−1)",0.0846183333333333
"1547","b40-14","Control","b40-14.9","10/27","Gs (mmol m−2 s−1)",0.0962476666666667
"1548","b40-14","Control","b40-14.9","11/03","Gs (mmol m−2 s−1)",0.117728
"1549","b40-14","Control","b40-14.9","11/03","Gs (mmol m−2 s−1)",0.019037
"1550","b40-14","Control","b40-14.9","11/06","Gs (mmol m−2 s−1)",0.091688
"1551","b40-14","Control","b40-14.9","11/11","Gs (mmol m−2 s−1)",0.068966
"1552","b40-14","Control","b40-14.9","11/17","Gs (mmol m−2 s−1)",0.084854
"1553","b40-14","Control","b40-14.9","11/24","Gs (mmol m−2 s−1)",0.0288075
"1554","b40-14","Drought","b40-14.1","10/27","Gs (mmol m−2 s−1)",0.14464375
"1555","b40-14","Drought","b40-14.1","11/03","Gs (mmol m−2 s−1)",0.002914
"1556","b40-14","Drought","b40-14.1","11/03","Gs (mmol m−2 s−1)",0.007472
"1557","b40-14","Drought","b40-14.1","11/06","Gs (mmol m−2 s−1)",0.061942
"1558","b40-14","Drought","b40-14.1","11/11","Gs (mmol m−2 s−1)",0.0192495
"1559","b40-14","Drought","b40-14.1","11/17","Gs (mmol m−2 s−1)",0.0021915
"1560","b40-14","Drought","b40-14.1","11/24","Gs (mmol m−2 s−1)",0.0302995
"1561","b40-14","Drought","b40-14.2","10/27","Gs (mmol m−2 s−1)",0.159560333333333
"1562","b40-14","Drought","b40-14.2","11/03","Gs (mmol m−2 s−1)",0.002456
"1563","b40-14","Drought","b40-14.2","11/06","Gs (mmol m−2 s−1)",0.016829
"1564","b40-14","Drought","b40-14.2","11/11","Gs (mmol m−2 s−1)",0.0202155
"1565","b40-14","Drought","b40-14.2","11/17","Gs (mmol m−2 s−1)",0.0101805
"1566","b40-14","Drought","b40-14.2","11/24","Gs (mmol m−2 s−1)",0.0135875
"1567","b40-14","Drought","b40-14.3","10/27","Gs (mmol m−2 s−1)",0.175523
"1568","b40-14","Drought","b40-14.3","11/03","Gs (mmol m−2 s−1)",0.005028
"1569","b40-14","Drought","b40-14.3","11/03","Gs (mmol m−2 s−1)",0.002172
"1570","b40-14","Drought","b40-14.3","11/06","Gs (mmol m−2 s−1)",0.060925
"1571","b40-14","Drought","b40-14.3","11/11","Gs (mmol m−2 s−1)",0.045048
"1572","b40-14","Drought","b40-14.3","11/17","Gs (mmol m−2 s−1)",0.004295
"1573","b40-14","Drought","b40-14.3","11/24","Gs (mmol m−2 s−1)",0.0011485
"1574","b40-14","Drought","b40-14.4","10/27","Gs (mmol m−2 s−1)",0.0671643333333333
"1575","b40-14","Drought","b40-14.4","11/03","Gs (mmol m−2 s−1)",0.001197
"1576","b40-14","Drought","b40-14.4","11/06","Gs (mmol m−2 s−1)",0.0256475
"1577","b40-14","Drought","b40-14.4","11/11","Gs (mmol m−2 s−1)",0.016782
"1578","b40-14","Drought","b40-14.5","10/27","Gs (mmol m−2 s−1)",0.134179
"1579","b40-14","Drought","b40-14.5","11/06","Gs (mmol m−2 s−1)",0.107425
"1580","b40-14","Drought","b40-14.5","11/11","Gs (mmol m−2 s−1)",0.0250585
"1581","b40-14","Drought","b40-14.5","12/02","Gs (mmol m−2 s−1)",0.0057745
"1582","b42-34","Control","b42-34.10.","10/27","Gs (mmol m−2 s−1)",0.213464666666667
"1583","b42-34","Control","b42-34.10.","11/03","Gs (mmol m−2 s−1)",0.079685
"1584","b42-34","Control","b42-34.10.","11/03","Gs (mmol m−2 s−1)",0.0555815
"1585","b42-34","Control","b42-34.10.","11/06","Gs (mmol m−2 s−1)",0.170929
"1586","b42-34","Control","b42-34.10.","11/11","Gs (mmol m−2 s−1)",0.1873175
"1587","b42-34","Control","b42-34.10.","11/17","Gs (mmol m−2 s−1)",0.393246
"1588","b42-34","Control","b42-34.10.","11/24","Gs (mmol m−2 s−1)",0.0701505
"1589","b42-34","Control","b42-34.6","10/27","Gs (mmol m−2 s−1)",0.115567
"1590","b42-34","Control","b42-34.6","11/03","Gs (mmol m−2 s−1)",0.0388495
"1591","b42-34","Control","b42-34.6","11/03","Gs (mmol m−2 s−1)",0.1354005
"1592","b42-34","Control","b42-34.6","11/06","Gs (mmol m−2 s−1)",0.137355
"1593","b42-34","Control","b42-34.6","11/11","Gs (mmol m−2 s−1)",0.1844765
"1594","b42-34","Control","b42-34.6","11/17","Gs (mmol m−2 s−1)",0.3302465
"1595","b42-34","Control","b42-34.6","11/24","Gs (mmol m−2 s−1)",0.0782665
"1596","b42-34","Control","b42-34.7","10/27","Gs (mmol m−2 s−1)",0.148592
"1597","b42-34","Control","b42-34.7","11/03","Gs (mmol m−2 s−1)",0.18937
"1598","b42-34","Control","b42-34.7","11/03","Gs (mmol m−2 s−1)",0.1030605
"1599","b42-34","Control","b42-34.7","11/06","Gs (mmol m−2 s−1)",0.1586675
"1600","b42-34","Control","b42-34.7","11/11","Gs (mmol m−2 s−1)",0.20678
"1601","b42-34","Control","b42-34.7","11/17","Gs (mmol m−2 s−1)",0.3950015
"1602","b42-34","Control","b42-34.7","11/24","Gs (mmol m−2 s−1)",0.242618
"1603","b42-34","Control","b42-34.7","12/02","Gs (mmol m−2 s−1)",0.0955476666666667
"1604","b42-34","Control","b42-34.8","10/27","Gs (mmol m−2 s−1)",0.225183333333333
"1605","b42-34","Control","b42-34.8","11/03","Gs (mmol m−2 s−1)",0.553305
"1606","b42-34","Control","b42-34.8","11/06","Gs (mmol m−2 s−1)",0.1649375
"1607","b42-34","Control","b42-34.8","11/11","Gs (mmol m−2 s−1)",0.1425105
"1608","b42-34","Control","b42-34.8","11/17","Gs (mmol m−2 s−1)",0.2927755
"1609","b42-34","Control","b42-34.8","11/24","Gs (mmol m−2 s−1)",0.2581625
"1610","b42-34","Control","b42-34.8","12/02","Gs (mmol m−2 s−1)",0.145447
"1611","b42-34","Control","b42-34.9","10/27","Gs (mmol m−2 s−1)",0.387696333333333
"1612","b42-34","Control","b42-34.9","11/03","Gs (mmol m−2 s−1)",0.2164855
"1613","b42-34","Control","b42-34.9","11/03","Gs (mmol m−2 s−1)",0.0847405
"1614","b42-34","Control","b42-34.9","11/06","Gs (mmol m−2 s−1)",0.202748
"1615","b42-34","Control","b42-34.9","11/11","Gs (mmol m−2 s−1)",0.134579
"1616","b42-34","Control","b42-34.9","11/17","Gs (mmol m−2 s−1)",0.4099855
"1617","b42-34","Control","b42-34.9","11/24","Gs (mmol m−2 s−1)",0.087227
